Abbreviation,Year,RoundNumber,AvgFinishLast3,AvgFinishLast5,DNFRateLast5,AvgLapTime,AvgLapTimeLast3,AvgLapTimeLast5,AvgPitTime,AvgPitTimeLast3,AvgPitTimeLast5,AvgTeamFinishLast3,AvgTeamFinishLast5,TeamDNFRateLast5,AvgTeamPitTime,AvgTeamPitTimeLast3,AvgTeamPitTimeLast5,Event,GridPosition,QualiDelta,Corners,TrackLength,TotalLaps,TrackTemp,AirTemp,Rainfall,SafetyCar,VirtualSafetyCar,RedFlag,Position
ALB,2025,7,8.667,8.4,0.0,81.239,95.005,95.178,30.196,23.283,23.27,7.667,10.0,0.2,30.26,24.27,23.82,Emilia Romagna,7.0,0.803,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,5.0
LEC,2025,7,4.667,7.2,0.2,80.871,94.374,94.637,30.78,22.26,22.459,6.333,5.8,0.0,30.39,22.43,22.55,Emilia Romagna,11.0,0.934,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,6.0
RUS,2025,7,3.333,3.6,0.0,81.19,94.568,94.723,30.218,22.812,22.788,5.0,6.2,0.0,30.13,22.98,23.05,Emilia Romagna,3.0,0.137,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,7.0
SAI,2025,7,12.0,12.0,0.2,81.332,95.186,95.491,30.332,25.062,24.248,6.333,7.2,0.0,30.26,24.27,23.82,Emilia Romagna,6.0,0.762,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,8.0
HAD,2025,7,11.333,10.6,0.0,81.542,95.191,95.3,30.212,22.584,22.714,13.333,13.2,0.2,30.08,22.49,23.29,Emilia Romagna,9.0,1.076,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,9.0
HUL,2025,7,16.333,16.0,0.2,82.021,95.563,95.891,30.266,22.268,22.682,16.667,17.0,0.4,30.42,22.59,22.87,Emilia Romagna,17.0,1.848,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,12.0
GAS,2025,7,13.333,14.6,0.4,81.608,94.696,94.839,31.7,24.357,22.623,17.667,16.8,0.4,31.21,22.69,23.12,Emilia Romagna,10.0,1.117,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,13.0
LAW,2025,7,15.0,14.8,0.2,81.748,95.857,95.861,29.944,22.289,22.551,12.333,11.8,0.2,30.08,22.49,23.29,Emilia Romagna,15.0,1.709,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,14.0
STR,2025,7,16.333,15.6,0.0,82.015,95.831,95.899,32.892,22.432,22.773,14.0,13.8,0.0,31.75,22.94,23.21,Emilia Romagna,8.0,0.911,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,15.0
COL,2025,7,17.333,16.2,0.6,82.035,91.673,91.562,30.714,-583.71,-340.631,15.333,16.6,0.4,31.21,22.69,23.12,Emilia Romagna,16.0,1.586,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,16.0
BEA,2025,7,14.0,12.0,0.2,81.631,95.693,95.678,44.05,23.864,22.716,15.0,13.6,0.2,39.52,23.26,23.47,Emilia Romagna,19.0,2.248,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,17.0
BOR,2025,7,18.0,17.4,0.2,81.866,96.195,96.111,30.471,22.91,23.04,14.667,15.4,0.2,30.42,22.59,22.87,Emilia Romagna,14.0,1.59,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,18.0
ANT,2025,7,7.667,7.0,0.0,81.922,94.714,94.934,29.94,23.143,23.312,5.333,5.4,0.0,30.13,22.98,23.05,Emilia Romagna,13.0,1.102,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,19.0
OCO,2025,7,11.333,11.4,0.0,82.454,95.433,95.589,30.472,23.231,23.435,16.0,15.0,0.2,39.52,23.26,23.47,Emilia Romagna,18.0,1.943,19,4763.2,63.0,42.66,23.96,0.0,True,True,False,20.0
NOR,2025,8,2.667,2.6,0.0,75.655,88.349,91.022,23.992,24.35,24.066,2.333,2.4,0.0,24.44,24.52,24.23,Monaco,1.0,0.0,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,1.0
LEC,2025,8,5.333,4.8,0.0,75.657,88.761,91.345,23.554,24.364,24.159,6.0,6.4,0.0,23.67,24.42,24.16,Monaco,2.0,0.109,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,2.0
PIA,2025,8,1.667,1.8,0.0,75.64,88.296,90.908,24.894,24.698,24.354,2.0,1.8,0.0,24.44,24.52,24.23,Monaco,3.0,0.175,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,3.0
VER,2025,8,2.333,2.8,0.0,75.828,88.394,91.148,23.865,26.136,26.074,7.0,8.8,0.2,24.03,26.17,25.87,Monaco,4.0,0.715,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,4.0
HAM,2025,8,6.333,6.2,0.0,76.198,89.092,91.646,23.778,24.478,24.168,4.0,5.4,0.0,23.67,24.42,24.16,Monaco,7.0,0.428,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,5.0
HAD,2025,8,10.0,10.2,0.0,77.526,89.432,92.032,23.922,24.37,24.243,13.333,12.6,0.2,23.95,24.33,24.18,Monaco,5.0,0.969,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,6.0
OCO,2025,8,15.333,14.4,0.2,77.489,90.151,92.529,25.196,25.036,24.921,18.667,16.4,0.4,31.25,28.11,26.78,Monaco,8.0,0.988,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,7.0
LAW,2025,8,14.333,15.2,0.2,77.401,90.155,92.646,23.976,24.29,24.056,9.667,11.4,0.2,23.95,24.33,24.18,Monaco,9.0,1.175,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,8.0
ALB,2025,8,6.333,8.0,0.0,77.779,89.199,91.867,23.934,24.762,24.609,7.333,7.2,0.0,24.07,25.19,25.24,Monaco,10.0,1.259,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,9.0
SAI,2025,8,8.333,11.6,0.2,77.881,89.264,92.125,24.206,25.618,25.747,7.333,7.2,0.0,24.07,25.19,25.24,Monaco,11.0,1.408,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,10.0
RUS,2025,8,5.0,4.4,0.0,77.963,88.938,91.532,22.768,24.887,24.375,10.667,8.2,0.2,23.48,24.93,24.57,Monaco,14.0,1.553,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,11.0
BEA,2025,8,16.333,13.8,0.2,78.085,90.004,92.42,37.301,30.276,27.705,14.667,15.0,0.4,31.25,28.11,26.78,Monaco,20.0,2.025,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,12.0
COL,2025,8,18.0,17.0,0.6,78.328,90.449,87.935,24.505,25.62,-339.293,16.333,16.4,0.4,24.45,24.77,24.78,Monaco,18.0,2.643,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,13.0
BOR,2025,8,18.0,18.2,0.2,77.996,90.37,92.857,28.761,24.838,24.512,16.0,16.0,0.2,26.95,24.59,24.34,Monaco,16.0,1.948,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,14.0
STR,2025,8,15.667,16.8,0.0,78.524,90.087,92.673,24.916,25.214,24.772,14.0,14.6,0.0,25.1,25.29,24.98,Monaco,19.0,2.609,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,15.0
HUL,2025,8,13.667,15.4,0.2,78.563,89.965,92.518,24.232,24.309,24.139,14.667,15.2,0.2,26.95,24.59,24.34,Monaco,13.0,1.642,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,16.0
ANT,2025,8,10.333,9.6,0.2,78.894,89.26,91.754,24.553,24.946,24.742,12.333,9.2,0.2,23.48,24.93,24.57,Monaco,15.0,1.926,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,18.0
ALO,2025,8,12.333,12.6,0.0,77.612,89.873,92.398,25.468,25.364,25.329,13.667,14.4,0.0,25.1,25.29,24.98,Monaco,6.0,0.97,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,19.0
GAS,2025,8,15.333,13.2,0.2,78.727,90.766,92.749,24.349,26.251,25.568,14.0,15.0,0.2,24.45,24.77,24.78,Monaco,17.0,2.04,19,2950.03,78.0,43.32,22.21,0.0,False,True,False,20.0
PIA,2025,9,2.333,1.8,0.0,79.721,82.432,87.539,22.135,25.896,24.75,2.333,2.2,0.0,22.4,25.72,24.51,Spanish,1.0,0.0,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,1.0
NOR,2025,9,1.667,2.4,0.0,79.781,82.424,87.657,22.668,25.549,24.22,1.667,2.0,0.0,22.4,25.72,24.51,Spanish,2.0,0.209,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,2.0
LEC,2025,9,5.0,4.4,0.0,80.152,82.841,87.93,22.909,25.498,24.223,4.333,5.0,0.0,23.0,25.57,24.27,Spanish,7.0,0.585,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,3.0
RUS,2025,9,7.0,5.6,0.0,80.326,83.647,88.571,22.243,25.731,24.284,16.0,12.2,0.2,22.51,25.98,24.51,Spanish,4.0,0.302,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,4.0
HUL,2025,9,14.0,15.4,0.2,81.23,84.37,89.455,22.091,25.553,24.261,16.0,15.6,0.2,22.26,26.52,25.03,Spanish,15.0,1.644,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,5.0
HAM,2025,9,5.667,5.8,0.0,80.437,83.154,88.297,23.098,25.644,24.321,3.333,4.0,0.0,23.0,25.57,24.27,Spanish,5.0,0.499,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,6.0
HAD,2025,9,8.667,9.8,0.0,81.051,83.739,88.928,21.945,25.444,24.377,9.333,10.8,0.2,21.95,25.44,24.3,Spanish,9.0,0.706,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,7.0
GAS,2025,9,15.333,14.6,0.4,81.439,84.306,88.884,22.37,26.046,25.824,16.333,16.4,0.4,22.29,25.92,24.75,Spanish,8.0,0.653,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,8.0
ALO,2025,9,15.0,14.2,0.2,81.297,84.166,89.247,22.488,26.524,25.286,16.333,15.2,0.2,22.49,26.58,25.14,Spanish,10.0,0.738,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,9.0
VER,2025,9,3.0,3.4,0.0,79.67,82.606,87.822,22.016,25.408,25.931,10.333,8.4,0.0,22.02,25.49,25.81,Spanish,3.0,0.302,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,10.0
LAW,2025,9,13.0,13.4,0.2,81.561,84.42,89.344,21.958,25.432,24.157,7.0,8.8,0.0,21.95,25.44,24.3,Spanish,13.0,1.217,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,11.0
BOR,2025,9,16.667,17.2,0.2,81.753,84.378,89.689,22.526,27.144,25.593,11.667,13.0,0.0,22.26,26.52,25.03,Spanish,12.0,1.21,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,12.0
SAI,2025,9,9.0,10.8,0.2,81.449,83.725,88.954,24.867,25.688,25.945,9.0,8.2,0.0,28.6,25.53,25.43,Spanish,17.0,1.657,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,14.0
COL,2025,9,16.0,16.2,0.4,82.105,83.606,87.076,22.204,26.724,-339.182,13.667,14.0,0.2,22.29,25.92,24.75,Spanish,18.0,1.788,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,15.0
OCO,2025,9,13.0,12.2,0.2,81.752,84.087,89.248,22.576,26.247,25.072,13.0,15.0,0.4,22.4,31.28,28.11,Spanish,16.0,1.655,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,16.0
BEA,2025,9,16.0,14.2,0.2,81.559,84.426,89.359,22.282,34.431,30.588,11.667,14.4,0.2,22.4,31.28,28.11,Spanish,14.0,1.769,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,17.0
ANT,2025,9,14.333,12.0,0.2,81.055,84.254,88.992,22.902,26.308,24.784,11.0,11.8,0.2,22.51,25.98,24.51,Spanish,6.0,0.565,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,18.0
ALB,2025,9,6.333,8.0,0.0,82.061,83.614,88.807,34.206,25.367,24.795,11.0,9.2,0.0,28.6,25.53,25.43,Spanish,11.0,1.095,14,4317.01,66.0,48.54,29.12,0.0,True,False,False,19.0
RUS,2025,10,7.333,6.0,0.0,75.529,79.826,85.02,20.684,25.076,23.934,13.333,14.0,0.4,20.56,25.37,24.16,Canadian,1.0,0.0,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,1.0
VER,2025,10,5.0,4.2,0.0,75.547,78.601,84.136,20.458,25.266,24.858,13.333,10.8,0.0,20.23,25.33,24.91,Canadian,2.0,0.16,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,2.0
ANT,2025,10,18.333,13.4,0.4,75.549,80.624,85.546,20.445,25.798,24.459,7.667,10.4,0.2,20.56,25.37,24.16,Canadian,4.0,0.492,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,3.0
PIA,2025,10,2.333,1.8,0.0,75.601,78.635,84.05,21.85,25.909,24.225,2.0,2.0,0.0,22.26,25.84,24.08,Canadian,3.0,0.221,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,4.0
LEC,2025,10,3.667,4.2,0.0,75.868,78.893,84.418,20.423,25.748,23.911,4.667,4.4,0.0,20.38,25.69,23.99,Canadian,8.0,0.783,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,5.0
HAM,2025,10,5.0,6.0,0.0,76.176,79.287,84.782,20.346,25.626,24.062,4.667,4.2,0.0,20.38,25.69,23.99,Canadian,5.0,0.627,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,6.0
ALO,2025,10,13.0,13.0,0.2,76.595,80.264,85.706,20.102,26.191,24.81,14.333,13.8,0.2,21.78,26.45,24.69,Canadian,6.0,0.687,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,7.0
HUL,2025,10,11.0,12.4,0.0,76.882,80.605,85.937,19.361,25.53,23.85,11.0,13.0,0.0,19.51,26.54,24.6,Canadian,11.0,1.284,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,8.0
OCO,2025,10,14.333,13.8,0.2,77.044,80.565,85.939,19.756,26.082,24.576,15.0,14.4,0.2,20.87,31.06,27.6,Canadian,14.0,1.735,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,9.0
SAI,2025,10,10.667,9.8,0.0,77.088,80.221,85.424,19.481,26.468,25.185,14.333,12.0,0.2,20.34,27.64,25.65,Canadian,16.0,1.499,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,10.0
BEA,2025,10,15.333,15.6,0.2,77.204,80.425,85.931,21.985,34.544,30.082,14.0,12.2,0.0,20.87,31.06,27.6,Canadian,13.0,1.441,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,11.0
COL,2025,10,14.667,16.4,0.4,77.35,80.823,86.356,19.772,25.808,24.714,14.333,14.4,0.2,19.7,25.98,24.21,Canadian,10.0,1.243,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,13.0
BOR,2025,10,14.667,16.0,0.2,77.375,80.538,86.172,19.686,27.253,25.16,8.333,11.0,0.0,19.51,26.54,24.6,Canadian,15.0,1.486,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,14.0
GAS,2025,10,13.667,14.8,0.4,77.342,80.591,86.493,19.632,26.139,25.094,12.0,13.8,0.2,19.7,25.98,24.21,Canadian,20.0,1.768,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,15.0
HAD,2025,10,7.333,8.6,0.0,77.369,80.039,85.374,21.092,25.36,23.795,8.667,9.2,0.0,21.53,25.33,23.78,Canadian,12.0,0.968,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,16.0
STR,2025,10,15.333,15.8,0.0,76.959,84.496,89.606,23.786,26.697,25.021,11.667,13.0,0.2,21.78,26.45,24.69,Canadian,17.0,1.618,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,17.0
NOR,2025,10,1.667,2.2,0.0,75.602,78.642,84.097,23.296,25.77,23.942,2.333,2.2,0.0,22.26,25.84,24.08,Canadian,7.0,0.726,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,18.0
LAW,2025,10,11.0,12.4,0.2,77.764,80.237,85.885,23.283,25.293,23.761,11.333,9.6,0.0,21.53,25.33,23.78,Canadian,19.0,1.626,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,19.0
ALB,2025,10,11.0,9.4,0.2,77.571,80.359,85.488,23.797,29.445,26.485,14.333,12.4,0.2,20.34,27.64,25.65,Canadian,9.0,1.008,14,3849.05,70.0,49.25,24.04,0.01,True,False,False,20.0
NOR,2025,11,7.0,5.0,0.2,69.648,77.013,80.531,21.66,23.318,24.522,8.0,5.6,0.2,21.77,23.03,24.36,Austrian,1.0,0.0,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,1.0
PIA,2025,11,2.667,2.4,0.0,69.668,76.987,80.524,21.877,22.96,24.335,7.667,5.2,0.2,21.77,23.03,24.36,Austrian,3.0,0.583,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,2.0
LEC,2025,11,3.333,4.6,0.0,69.916,77.225,80.908,21.325,22.295,23.965,5.667,5.0,0.0,21.31,22.35,24.02,Austrian,2.0,0.521,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,3.0
HAM,2025,11,5.667,5.8,0.0,70.096,77.604,81.215,21.296,22.408,24.075,4.667,4.6,0.0,21.31,22.35,24.02,Austrian,4.0,0.611,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,4.0
RUS,2025,11,5.333,5.2,0.0,70.599,77.939,81.359,21.607,21.898,24.024,7.333,8.8,0.2,21.61,22.18,24.2,Austrian,5.0,0.792,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,5.0
LAW,2025,11,12.667,13.8,0.4,70.942,78.909,82.517,21.377,23.073,24.308,15.333,12.2,0.2,21.4,22.48,23.96,Austrian,6.0,0.955,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,6.0
ALO,2025,11,11.667,12.2,0.2,70.979,78.501,82.078,21.879,22.686,24.433,11.0,13.4,0.2,22.15,23.12,24.8,Austrian,11.0,1.157,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,7.0
BOR,2025,11,13.333,15.2,0.2,70.686,79.042,82.452,21.388,23.658,24.729,11.333,11.0,0.0,21.26,22.91,24.26,Austrian,8.0,1.161,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,8.0
HUL,2025,11,9.667,11.0,0.0,70.781,78.892,82.245,21.126,21.895,23.622,10.0,9.4,0.0,21.26,22.91,24.26,Austrian,20.0,1.635,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,9.0
OCO,2025,11,10.667,12.8,0.2,70.768,78.762,82.212,22.699,22.51,24.215,12.333,13.0,0.0,22.29,24.84,27.42,Austrian,17.0,1.393,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,10.0
BEA,2025,11,13.333,15.2,0.2,71.027,78.949,82.408,21.882,27.189,29.512,10.0,12.6,0.0,22.29,24.84,27.42,Austrian,15.0,1.341,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,11.0
HAD,2025,11,9.667,9.8,0.0,71.393,78.649,81.927,21.41,22.32,23.874,13.667,11.8,0.2,21.4,22.48,23.96,Austrian,13.0,1.255,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,12.0
GAS,2025,11,14.333,13.8,0.2,71.176,79.169,82.34,22.068,22.117,24.028,14.333,14.2,0.2,22.08,22.15,23.95,Austrian,10.0,1.678,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,13.0
STR,2025,11,15.667,15.8,0.0,71.098,79.166,85.149,22.279,27.198,24.869,10.333,11.8,0.2,22.15,23.12,24.8,Austrian,16.0,1.358,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,14.0
COL,2025,11,13.667,15.2,0.2,71.198,79.261,82.054,22.086,22.161,24.43,13.667,12.8,0.0,22.08,22.15,23.95,Austrian,14.0,1.317,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,15.0
TSU,2025,11,14.0,12.4,0.0,71.092,79.066,82.25,28.177,22.053,23.742,9.0,10.8,0.0,28.18,22.09,23.75,Austrian,18.0,1.398,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,16.0
ALB,2025,11,16.0,11.6,0.4,71.197,79.137,82.095,21.28,27.312,26.821,16.333,14.6,0.4,21.28,24.34,25.1,Austrian,12.0,1.234,10,3942.53,70.0,49.17,30.35,0.0,True,False,False,17.0
NOR,2025,12,7.0,4.8,0.2,99.588,75.011,76.235,29.422,22.541,24.453,7.0,5.4,0.2,32.14,22.14,24.31,British,3.0,0.118,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,1.0
PIA,2025,12,2.333,2.6,0.0,99.783,74.997,76.235,34.86,21.954,24.291,1.333,5.2,0.2,32.14,22.14,24.31,British,2.0,0.103,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,2.0
HUL,2025,12,7.333,10.0,0.0,100.31,76.298,77.895,29.934,20.86,23.415,10.333,10.2,0.0,29.93,21.01,24.08,British,19.0,1.682,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,3.0
VER,2025,12,10.0,7.0,0.2,100.996,77.015,80.607,28.894,22.113,23.739,15.333,12.2,0.2,31.63,23.48,24.88,British,1.0,0.0,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,5.0
GAS,2025,12,12.0,13.8,0.2,100.918,76.652,78.058,28.633,21.357,24.024,14.333,14.2,0.0,28.63,21.36,23.95,British,8.0,0.893,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,6.0
STR,2025,12,15.333,15.4,0.0,100.846,75.527,80.309,28.839,23.66,25.231,12.667,10.8,0.0,28.76,22.14,24.65,British,17.0,1.612,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,7.0
ALB,2025,12,18.667,14.0,0.6,101.484,76.943,77.969,29.269,26.428,26.682,19.0,17.2,0.8,29.16,23.41,24.91,British,13.0,0.997,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,8.0
ALO,2025,12,7.667,10.6,0.2,100.791,76.29,77.673,28.64,21.49,24.111,9.333,10.4,0.0,28.76,22.14,24.65,British,7.0,0.729,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,9.0
RUS,2025,12,3.333,5.6,0.0,100.847,75.485,77.121,28.445,21.511,23.504,9.0,9.2,0.4,323.05,21.56,23.66,British,4.0,0.137,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,10.0
BEA,2025,12,13.0,13.6,0.0,101.289,76.597,77.901,29.086,22.05,29.5,10.667,11.6,0.0,29.1,21.85,27.27,British,18.0,0.579,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,11.0
SAI,2025,12,14.667,12.4,0.2,101.721,78.806,81.943,29.05,22.851,24.282,15.0,15.0,0.6,29.16,23.41,24.91,British,9.0,0.854,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,12.0
OCO,2025,12,11.667,12.4,0.2,101.886,76.521,77.901,29.112,21.677,24.14,10.667,10.4,0.0,29.1,21.85,27.27,British,14.0,1.058,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,13.0
LEC,2025,12,3.667,3.8,0.0,101.038,75.312,76.493,28.944,21.552,23.798,3.667,4.4,0.0,28.94,21.56,23.75,British,6.0,0.229,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,14.0
TSU,2025,12,13.667,13.6,0.0,102.637,76.532,78.042,34.361,23.382,24.861,13.0,10.6,0.2,31.63,23.48,24.88,British,11.0,0.934,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,15.0
ANT,2025,12,13.333,15.4,0.6,109.131,78.499,81.873,470.354,22.633,24.454,11.333,7.6,0.2,323.05,21.56,23.66,British,10.0,0.482,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,16.0
HAD,2025,12,11.667,10.0,0.0,106.836,76.604,77.776,28.633,21.482,23.716,12.333,12.8,0.2,28.63,21.63,23.78,British,12.0,0.972,18,5676.15,52.0,23.58,17.92,0.18,True,True,False,17.0
PIA,2025,13,2.667,2.4,0.0,109.281,81.684,80.083,23.825,26.196,25.123,1.667,4.8,0.2,24.09,25.39,24.6,Belgian,2.0,0.085,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,1.0
NOR,2025,13,6.667,4.6,0.2,109.493,81.613,80.055,24.357,24.792,24.207,1.333,1.4,0.0,24.09,25.39,24.6,Belgian,1.0,0.0,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,2.0
LEC,2025,13,7.333,5.4,0.0,109.633,82.274,80.526,23.781,23.564,23.431,7.333,6.2,0.0,23.51,23.54,23.46,Belgian,3.0,0.338,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,3.0
VER,2025,13,8.333,7.8,0.2,109.663,85.404,82.469,26.051,23.789,25.03,12.667,13.2,0.2,24.63,26.68,25.22,Belgian,4.0,0.341,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,4.0
RUS,2025,13,5.333,6.2,0.0,110.045,82.325,81.053,23.733,23.579,23.149,15.0,10.6,0.4,23.45,121.74,82.24,Belgian,6.0,0.698,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,5.0
ALB,2025,13,15.0,14.6,0.6,110.279,83.417,82.018,23.938,24.782,26.497,13.333,15.4,0.6,25.03,23.59,24.69,Belgian,5.0,0.639,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,6.0
LAW,2025,13,14.667,12.6,0.4,110.419,76.756,77.883,23.235,22.206,24.108,16.0,14.6,0.6,23.44,23.85,23.49,Belgian,9.0,0.766,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,8.0
GAS,2025,13,11.333,12.4,0.2,110.46,83.145,81.92,26.714,23.445,23.41,13.667,13.8,0.2,24.36,23.47,23.43,Belgian,13.0,1.071,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,10.0
BEA,2025,13,11.0,12.4,0.0,110.933,83.173,81.833,24.375,24.318,26.507,11.667,11.2,0.0,24.17,24.09,25.18,Belgian,12.0,1.055,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,11.0
HUL,2025,13,6.667,8.2,0.0,110.519,82.657,81.553,23.74,23.474,23.349,10.0,9.4,0.2,23.56,23.57,23.98,Belgian,14.0,1.145,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,12.0
TSU,2025,13,14.333,14.6,0.0,111.213,83.684,82.185,23.203,27.497,25.739,8.0,11.6,0.2,24.63,26.68,25.22,Belgian,7.0,0.722,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,13.0
STR,2025,13,12.667,13.6,0.0,111.106,82.968,81.889,23.769,24.968,26.543,10.0,10.8,0.0,23.57,24.23,24.06,Belgian,16.0,1.94,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,14.0
OCO,2025,13,10.667,11.0,0.0,111.268,83.233,81.788,23.956,23.856,23.868,11.667,11.2,0.0,24.17,24.09,25.18,Belgian,11.0,0.963,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,15.0
ANT,2025,13,12.667,14.8,0.6,110.609,88.578,85.31,23.312,171.234,113.639,10.333,11.0,0.4,23.45,121.74,82.24,Belgian,19.0,1.577,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,16.0
ALO,2025,13,7.667,10.2,0.2,110.842,82.788,81.455,23.466,23.54,23.715,10.0,10.2,0.0,23.57,24.23,24.06,Belgian,20.0,1.823,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,17.0
SAI,2025,13,14.0,13.2,0.2,110.119,86.753,83.894,25.582,24.466,25.587,8.667,12.6,0.4,25.03,23.59,24.69,Belgian,17.0,1.196,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,18.0
